"OBJECTID","COMMONNAME","COUNTY","GEOCODE","CNTYCODE","STATUS","CODE1982","CODE1971","NOTES"
864,"Kossuth Twp","Washington","29808","29","U","29808","29808"," "
865,"Lambert Lake Twp","Washington","29809","29","U","29809","29809"," "
866,"Marion Twp","Washington","29810","29","U","29810","29810"," "
867,"Trescott Twp","Washington","29811","29","U","29811","29811"," "
868,"Sakom Twp","Washington","29812","29","U","29812","29812","From T5 ND BPP in 2001, MRS1 Ch28 section 1501"
869,"T6 ND BPP","Washington","29813","29","U","29813","29813"," "
870,"T6 R1 NBPP","Washington","29814","29","U","29814","29814"," "
871,"T8 R3 NBPP","Washington","29815","29","U","29815","29815"," "
872,"T8 R4 NBPP","Washington","29816","29","U","29816","29816"," "
873,"T11 R3 NBPP","Washington","29817","29","U","29817","29817"," "
874,"Berry Twp","Washington","29818","29","U","29818","29818"," renamed 9/12/09 LD 619"
875,"T18 MD BPP","Washington","29819","29","U","29819","29819"," "
876,"T19 ED BPP","Washington","29820","29","U","29820","29820"," "
877,"T19 MD BPP","Washington","29821","29","U","29821","29821"," "
878,"T24 MD BPP","Washington","29822","29","U","29822","29822"," "
879,"T25 MD BPP","Washington","29823","29","U","29823","29823"," "
880,"T26 ED BPP","Washington","29824","29","U","29824","29824"," "
881,"Greenlaw Chopping Twp","Washington","29825","29","U","29825","29825","renamed 9/12/09 LD 619"
882,"T30 MD BPP","Washington","29826","29","U","29826","29826"," "
883,"Day Block Twp","Washington","29827","29","U","29827","29827","renamed 9/12/09 LD 619"
884,"T36 MD BPP","Washington","29828","29","U","29828","29828"," "
885,"T37 MD BPP","Washington","29829","29","U","29829","29829"," "
886,"T42 MD BPP","Washington","29830","29","U","29830","29830"," "
887,"T43 MD BPP","Washington","29831","29","U","29831","29831"," "
888,"Indian Twp Res","Washington","29832","29","R","29832","29832"," "
889,"Acton","York","31010","31","T","31010","31010"," "
890,"Alfred","York","31020","31","T","31020","31020"," "
891,"Arundel","York","31030","31","T","31030","31030"," "
892,"Berwick","York","31040","31","T","31040","31040"," "
893,"Biddeford","York","31050","31","C","31050","31050"," "
894,"Buxton","York","31060","31","T","31060","31060"," "
895,"Cornish","York","31070","31","T","31070","31070"," "
896,"Dayton","York","31080","31","T","31080","31080"," "
897,"Eliot","York","31090","31","T","31090","31090"," "
898,"Hollis","York","31100","31","T","31100","31100"," "
899,"Kennebunk","York","31110","31","T","31110","31110"," "
900,"Kennebunkport","York","31120","31","T","31120","31120"," "
901,"Kittery","York","31130","31","T","31130","31130"," "
902,"Lebanon","York","31140","31","T","31140","31140"," "
903,"Limerick","York","31150","31","T","31150","31150"," "
904,"Limington","York","31160","31","T","31160","31160"," "
905,"Lyman","York","31170","31","T","31170","31170"," "
906,"Newfield","York","31180","31","T","31180","31180"," "
907,"North Berwick","York","31190","31","T","31190","31190"," "
908,"Ogunquit","York","31197","31","T","31197","31197"," "
909,"Old Orchard Beach","York","31200","31","T","31200","31200"," "
910,"Parsonsfield","York","31210","31","T","31210","31210"," "
911,"Saco","York","31220","31","C","31220","31220"," "
912,"Sanford","York","31230","31","T","31230","31230"," "
913,"Shapleigh","York","31240","31","T","31240","31240"," "
914,"South Berwick","York","31250","31","T","31250","31250"," "
915,"Waterboro","York","31260","31","T","31260","31260"," "
916,"Wells","York","31270","31","T","31270","31270"," "
917,"York","York","31280","31","T","31280","31280"," "
918,"Chebeague Island","Cumberland","05055","05","T"," "," ","Newly created town July 1, 2007"
841,"Cathance Twp","Washington","29330","29","U","29833","29330","Recoded back to original code, renamed 9/12/09 LD 619"
172,"Madawaska Lake Twp","Aroostook","03889","03","U","03889","03889"," LD 33, Private and Special Law, Chapt. 7-HP 28, Part K"
919,"Androscoggin County Island","Androscoggin","01000","01",,,,"Added GEOCODE for County 01000"
920,"Aroostook County Island","Aroostook","03000","03",,,,"Added GEOCODE for County 03000"
921,"Cumberland County Island","Cumberland","05000","05",,,,"Added GEOCODE for County 05000"
922,"Franklin County Island","Franklin","07000","07",,,,"Added GEOCODE for County 07000"
923,"Hancock County Island","Hancock","09000","09",,,,"Added GEOCODE for County 09000"
924,"Kennebec County Island","Kennebec","11000","11",,,,"Added GEOCODE for County 11000"
925,"Knox County Island","Knox","13000","13",,,,"Added GEOCODE for County 13000"
926,"Lincoln County Island","Lincoln","15000","15",,,,"Added GEOCODE for County 15000"
927,"Oxford County Island","Oxford","17000","17",,,,"Added GEOCODE for County 17000"
928,"Penobscot County Island","Penobscot","19000","19",,,,"Added GEOCODE for County 19000"
929,"Sagadahoc County Island","Sagadahoc","23000","23",,,,"Added GEOCODE for County 23000"
930,"Somerset County Island","Somerset","25000","25",,,,"Added GEOCODE for County 25000"
931,"Waldo County Island","Waldo","27000","27",,,,"Added GEOCODE for County 27000"
932,"Washington County Island","Washington","29000","29",,,,"Added GEOCODE for County 29000"
933,"York County Island","York","31000","31",,,,"Added GEOCODE for County 31000"
1,"Auburn","Androscoggin","01010","01","C","01010","01010"," "
2,"Durham","Androscoggin","01020","01","T","01020","01020"," "
3,"Greene","Androscoggin","01030","01","T","01030","01030"," "
4,"Leeds","Androscoggin","01040","01","T","01040","01040"," "
5,"Lewiston","Androscoggin","01050","01","C","01050","01050"," "
6,"Lisbon","Androscoggin","01060","01","T","01060","01060"," "
7,"Livermore","Androscoggin","01070","01","T","01070","01070"," "
8,"Livermore Falls","Androscoggin","01080","01","T","01080","01080"," "
9,"Mechanic Falls","Androscoggin","01090","01","T","01090","01090"," "
10,"Minot","Androscoggin","01100","01","T","01100","01100"," "
11,"Poland","Androscoggin","01110","01","T","01110","01110"," "
12,"Turner","Androscoggin","01120","01","T","01120","01120"," "
13,"Wales","Androscoggin","01130","01","T","01130","01130"," "
14,"Sabattus","Androscoggin","01140","01","T","01140","01140"," "
15,"Allagash","Aroostook","03010","03","T","03010","03010"," "
16,"Amity","Aroostook","03020","03","T","03020","03020"," "
17,"Ashland","Aroostook","03030","03","T","03030","03030"," "
18,"Bancroft","Aroostook","03040","03","T","03040","03040"," "
19,"Benedicta Twp","Aroostook","03050","03","U","03909","03050","Recoded back to original code"
20,"Blaine","Aroostook","03060","03","T","03060","03060"," "
21,"Bridgewater","Aroostook","03070","03","T","03070","03070"," "
22,"Caribou","Aroostook","03080","03","C","03080","03080"," "
23,"Cary Plt","Aroostook","03090","03","P","03090","03090"," "
24,"Castle Hill","Aroostook","03100","03","T","03100","03100"," "
25,"Caswell","Aroostook","03110","03","T","03110","03110","From plantation to town March 29, 1986"
26,"Chapman","Aroostook","03120","03","T","03120","03120"," "
27,"Crystal","Aroostook","03130","03","T","03130","03130"," "
28,"Cyr Plt","Aroostook","03140","03","P","03140","03140"," "
29,"Dyer Brook","Aroostook","03150","03","T","03150","03150"," "
30,"E Twp","Aroostook","03160","03","U","03910","03160","Recoded back to original code"
31,"Eagle Lake","Aroostook","03170","03","T","03170","03170"," "
32,"Easton","Aroostook","03180","03","T","03180","03180"," "
33,"Fort Fairfield","Aroostook","03190","03","T","03190","03190"," "
34,"Fort Kent","Aroostook","03200","03","T","03200","03200"," "
35,"Frenchville","Aroostook","03210","03","T","03210","03210"," "
36,"Garfield Plt","Aroostook","03220","03","P","03220","03220"," "
37,"Glenwood Plt","Aroostook","03230","03","P","03230","03230"," "
38,"Grand Isle","Aroostook","03240","03","T","03240","03240"," "
39,"Hamlin","Aroostook","03250","03","T","03250","03250"," "
40,"Hammond","Aroostook","03260","03","T","03260","03260"," "
41,"Haynesville","Aroostook","03270","03","T","03270","03270"," "
42,"Hersey","Aroostook","03280","03","T","03280","03280"," "
43,"Hodgdon","Aroostook","03290","03","T","03290","03290"," "
44,"Houlton","Aroostook","03300","03","T","03300","03300"," "
45,"Island Falls","Aroostook","03310","03","T","03310","03310"," "
46,"Limestone","Aroostook","03320","03","T","03320","03320"," "
47,"Linneus","Aroostook","03330","03","T","03330","03330"," "
48,"Littleton","Aroostook","03340","03","T","03340","03340"," "
49,"Ludlow","Aroostook","03350","03","T","03350","03350"," "
50,"Macwahoc Plt","Aroostook","03360","03","P","03360","03360"," "
51,"Madawaska","Aroostook","03370","03","T","03370","03370"," "
52,"Mapleton","Aroostook","03380","03","T","03380","03380"," "
53,"Mars Hill","Aroostook","03390","03","T","03390","03390"," "
54,"Masardis","Aroostook","03400","03","T","03400","03400"," "
55,"Merrill","Aroostook","03410","03","T","03410","03410"," "
56,"Monticello","Aroostook","03420","03","T","03420","03420"," "
57,"Moro Plt","Aroostook","03430","03","P","03430","03430"," "
58,"Nashville Plt","Aroostook","03440","03","P","03440","03440"," "
59,"New Canada","Aroostook","03450","03","T","03450","03450"," "
60,"New Limerick","Aroostook","03460","03","T","03460","03460"," "
61,"New Sweden","Aroostook","03470","03","T","03470","03470"," "
62,"Oakfield","Aroostook","03480","03","T","03480","03480"," "
63,"Orient","Aroostook","03490","03","T","03490","03490"," "
64,"Oxbow Plt","Aroostook","03500","03","P","03500","03500"," "
65,"Perham","Aroostook","03510","03","T","03510","03510"," "
66,"Portage Lake","Aroostook","03520","03","T","03520","03520"," "
67,"Presque Isle","Aroostook","03530","03","C","03530","03530"," "
68,"Reed Plt","Aroostook","03540","03","P","03540","03540"," "
69,"Saint Agatha","Aroostook","03550","03","T","03550","03550"," "
70,"Saint Francis","Aroostook","03560","03","T","03560","03560"," "
71,"Saint John Plt","Aroostook","03570","03","P","03570","03570"," "
72,"Sherman","Aroostook","03580","03","T","03580","03580"," "
73,"Smyrna","Aroostook","03590","03","T","03590","03590"," "
74,"Stockholm","Aroostook","03600","03","T","03600","03600"," "
75,"Van Buren","Aroostook","03610","03","T","03610","03610"," "
76,"Wade","Aroostook","03620","03","T","03620","03620"," "
77,"Wallagrass","Aroostook","03630","03","T","03630","03630","From plantation to town March 29, 1986"
78,"Washburn","Aroostook","03640","03","T","03640","03640"," "
79,"Westfield","Aroostook","03650","03","T","03650","03650"," "
80,"Westmanland","Aroostook","03660","03","T","03660","03660"," "
81,"Weston","Aroostook","03670","03","T","03670","03670"," "
82,"Winterville Plt","Aroostook","03680","03","P","03680","03680"," "
83,"Woodland","Aroostook","03690","03","T","03690","03690"," "
84,"Big Twenty Twp","Aroostook","03801","03","U","03801","03801"," "
85,"Connor Twp","Aroostook","03802","03","U","03802","03802"," "
86,"Cox Patent","Aroostook","03803","03","U","03803","03803"," "
87,"Dudley Twp","Aroostook","03804","03","U","03804","03804"," "
88,"Forkstown Twp","Aroostook","03805","03","U","03805","03805"," "
89,"Molunkus Twp","Aroostook","03806","03","U","03806","03806"," "
90,"North Yarmouth Academy Grant Twp","Aroostook","03807","03","U","03807","03807"," "
91,"Saint Croix Twp","Aroostook","03808","03","U","03808","03808"," "
92,"Silver Ridge Twp","Aroostook","03809","03","U","03809","03809"," "
93,"Scopan Twp","Aroostook","03810","03","U","03810","03810","From Squa Pan Twp in 2001, LD 2418"
94,"Upper Molunkus Twp","Aroostook","03811","03","U","03811","03811"," "
95,"Webbertown Twp","Aroostook","03812","03","U","03812","03812"," "
96,"TA R2 WELS","Aroostook","03813","03","U","03813","03813"," "
97,"TC R2 WELS","Aroostook","03814","03","U","03814","03814"," "
98,"TD R2 WELS","Aroostook","03815","03","U","03815","03815"," "
99,"T1 R5 WELS","Aroostook","03816","03","U","03816","03816"," "
100,"T2 R4 WELS","Aroostook","03817","03","U","03817","03817"," "
101,"T3 R3 WELS","Aroostook","03818","03","U","03818","03818"," "
102,"T3 R4 WELS","Aroostook","03819","03","U","03819","03819"," "
103,"T4 R3 WELS","Aroostook","03820","03","U","03820","03820"," "
104,"T7 R5 WELS","Aroostook","03821","03","U","03821","03821"," "
105,"T8 R3 WELS","Aroostook","03822","03","U","03822","03822"," "
106,"T8 R5 WELS","Aroostook","03823","03","U","03823","03823"," "
107,"T9 R3 WELS","Aroostook","03824","03","U","03824","03824"," "
108,"T9 R4 WELS","Aroostook","03825","03","U","03825","03825"," "
109,"T9 R5 WELS","Aroostook","03826","03","U","03826","03826"," "
110,"T9 R7 WELS","Aroostook","03827","03","U","03827","03827"," "
111,"T9 R8 WELS","Aroostook","03828","03","U","03828","03828"," "
112,"T10 R3 WELS","Aroostook","03829","03","U","03829","03829"," "
113,"T10 R6 WELS","Aroostook","03830","03","U","03830","03830"," "
114,"T10 R7 WELS","Aroostook","03831","03","U","03831","03831"," "
115,"T10 R8 WELS","Aroostook","03832","03","U","03832","03832"," "
116,"T11 R4 WELS","Aroostook","03833","03","U","03833","03833"," "
117,"T11 R7 WELS","Aroostook","03834","03","U","03834","03834"," "
118,"T11 R8 WELS","Aroostook","03835","03","U","03835","03835"," "
119,"T11 R9 WELS","Aroostook","03836","03","U","03836","03836"," "
120,"T11 R10 WELS","Aroostook","03837","03","U","03837","03837"," "
121,"T11 R11 WELS","Aroostook","03838","03","U","03838","03838"," "
122,"T11 R12 WELS","Aroostook","03839","03","U","03839","03839"," "
123,"T11 R13 WELS","Aroostook","03840","03","U","03840","03840"," "
124,"T11 R14 WELS","Aroostook","03841","03","U","03841","03841"," "
125,"T11 R15 WELS","Aroostook","03842","03","U","03842","03842"," "
126,"T11 R16 WELS","Aroostook","03843","03","U","03843","03843"," "
127,"T11 R17 WELS","Aroostook","03844","03","U","03844","03844"," "
128,"T12 R7 WELS","Aroostook","03845","03","U","03845","03845"," "
129,"T12 R8 WELS","Aroostook","03846","03","U","03846","03846"," "
130,"T12 R9 WELS","Aroostook","03847","03","U","03847","03847"," "
131,"T12 R10 WELS","Aroostook","03848","03","U","03848","03848"," "
132,"T12 R11 WELS","Aroostook","03849","03","U","03849","03849"," "
133,"T12 R12 WELS","Aroostook","03850","03","U","03850","03850"," "
134,"T12 R13 WELS","Aroostook","03851","03","U","03851","03851"," "
135,"T12 R14 WELS","Aroostook","03852","03","U","03852","03852"," "
136,"T12 R15 WELS","Aroostook","03853","03","U","03853","03853"," "
137,"T12 R16 WELS","Aroostook","03854","03","U","03854","03854"," "
138,"T12 R17 WELS","Aroostook","03855","03","U","03855","03855"," "
139,"T13 R5 WELS","Aroostook","03856","03","U","03856","03856"," "
140,"T13 R7 WELS","Aroostook","03857","03","U","03857","03857"," "
141,"T13 R8 WELS","Aroostook","03858","03","U","03858","03858"," "
142,"T13 R9 WELS","Aroostook","03859","03","U","03859","03859"," "
143,"T13 R10 WELS","Aroostook","03860","03","U","03860","03860"," "
144,"T13 R11 WELS","Aroostook","03861","03","U","03861","03861"," "
145,"T13 R12 WELS","Aroostook","03862","03","U","03862","03862"," "
146,"T13 R13 WELS","Aroostook","03863","03","U","03863","03863"," "
147,"T13 R14 WELS","Aroostook","03864","03","U","03864","03864"," "
148,"T13 R15 WELS","Aroostook","03865","03","U","03865","03865"," "
149,"T13 R16 WELS","Aroostook","03866","03","U","03866","03866"," "
150,"T14 R5 WELS","Aroostook","03867","03","U","03867","03867"," "
151,"T14 R6 WELS","Aroostook","03868","03","U","03868","03868"," "
152,"T14 R7 WELS","Aroostook","03869","03","U","03869","03869"," "
153,"T14 R8 WELS","Aroostook","03870","03","U","03870","03870"," "
154,"T14 R9 WELS","Aroostook","03871","03","U","03871","03871"," "
155,"T14 R10 WELS","Aroostook","03872","03","U","03872","03872"," "
156,"T14 R11 WELS","Aroostook","03873","03","U","03873","03873"," "
157,"T14 R12 WELS","Aroostook","03874","03","U","03874","03874"," "
158,"T14 R13 WELS","Aroostook","03875","03","U","03875","03875"," "
159,"T14 R14 WELS","Aroostook","03876","03","U","03876","03876"," "
160,"T14 R15 WELS","Aroostook","03877","03","U","03877","03877"," "
161,"T14 R16 WELS","Aroostook","03878","03","U","03878","03878"," "
162,"T15 R5 WELS","Aroostook","03879","03","U","03879","03879"," "
163,"T15 R6 WELS","Aroostook","03880","03","U","03880","03880"," "
164,"T15 R8 WELS","Aroostook","03881","03","U","03881","03881"," "
165,"T15 R9 WELS","Aroostook","03882","03","U","03882","03882"," "
166,"T15 R10 WELS","Aroostook","03883","03","U","03883","03883"," "
167,"T15 R11 WELS","Aroostook","03884","03","U","03884","03884"," "
168,"T15 R12 WELS","Aroostook","03885","03","U","03885","03885"," "
169,"T15 R13 WELS","Aroostook","03886","03","U","03886","03886"," "
170,"T15 R14 WELS","Aroostook","03887","03","U","03887","03887"," "
171,"T15 R15 WELS","Aroostook","03888","03","U","03888","03888"," "
173,"T16 R5 WELS","Aroostook","03890","03","U","03890","03890"," "
174,"T16 R6 WELS","Aroostook","03891","03","U","03891","03891"," "
175,"T16 R8 WELS","Aroostook","03892","03","U","03892","03892"," "
176,"T16 R9 WELS","Aroostook","03893","03","U","03893","03893"," "
177,"T16 R12 WELS","Aroostook","03894","03","U","03894","03894"," "
178,"T16 R13 WELS","Aroostook","03895","03","U","03895","03895"," "
179,"T16 R14 WELS","Aroostook","03896","03","U","03896","03896"," "
180,"T17 R3 WELS","Aroostook","03897","03","U","03897","03897"," "
181,"T17 R4 WELS","Aroostook","03898","03","U","03898","03898"," "
182,"Cross Lake Twp","Aroostook","03899","03","U","03899","03899","From T17 R5 WELS, eff 6/8/2004, LD 1925 P&S2003C46 121st"
183,"T17 R12 WELS","Aroostook","03900","03","U","03900","03900"," "
184,"T17 R13 WELS","Aroostook","03901","03","U","03901","03901"," "
185,"T17 R14 WELS","Aroostook","03902","03","U","03902","03902"," "
186,"T18 R10 WELS","Aroostook","03903","03","U","03903","03903"," "
187,"T18 R11 WELS","Aroostook","03904","03","U","03904","03904"," "
188,"T18 R12 WELS","Aroostook","03905","03","U","03905","03905"," "
189,"T18 R13 WELS","Aroostook","03906","03","U","03906","03906"," "
190,"T19 R11 WELS","Aroostook","03907","03","U","03907","03907"," "
191,"T19 R12 WELS","Aroostook","03908","03","U","03908","03908"," "
192,"Baldwin","Cumberland","05010","05","T","05010","05010"," "
193,"Bridgton","Cumberland","05020","05","T","05020","05020"," "
194,"Brunswick","Cumberland","05030","05","T","05030","05030"," "
195,"Cape Elizabeth","Cumberland","05040","05","T","05040","05040"," "
196,"Casco","Cumberland","05050","05","T","05050","05050"," "
197,"Cumberland","Cumberland","05060","05","T","05060","05060"," "
198,"Falmouth","Cumberland","05070","05","T","05070","05070"," "
199,"Freeport","Cumberland","05080","05","T","05080","05080"," "
200,"Frye Island","Cumberland","05085","05","T"," "," ","Newly created town in 1998"
201,"Gorham","Cumberland","05090","05","T","05090","05090"," "
202,"Gray","Cumberland","05100","05","T","05100","05100"," "
203,"Harpswell","Cumberland","05110","05","T","05110","05110"," "
204,"Harrison","Cumberland","05120","05","T","05120","05120"," "
205,"Long Island","Cumberland","05125","05","T"," "," ","Newly created town in 1993"
206,"Naples","Cumberland","05130","05","T","05130","05130"," "
207,"New Gloucester","Cumberland","05140","05","T","05140","05140"," "
208,"North Yarmouth","Cumberland","05150","05","T","05150","05150"," "
209,"Portland","Cumberland","05170","05","C","05170","05170"," "
210,"Pownal","Cumberland","05180","05","T","05180","05180"," "
211,"Raymond","Cumberland","05190","05","T","05190","05190"," "
212,"Scarborough","Cumberland","05200","05","T","05200","05200"," "
213,"Sebago","Cumberland","05210","05","T","05210","05210"," "
214,"South Portland","Cumberland","05220","05","C","05220","05220"," "
215,"Standish","Cumberland","05230","05","T","05230","05230"," "
216,"Westbrook","Cumberland","05240","05","C","05240","05240"," "
217,"Windham","Cumberland","05250","05","T","05250","05250"," "
218,"Yarmouth","Cumberland","05260","05","T","05260","05260"," "
219,"Avon","Franklin","07010","07","T","07010","07010"," "
220,"Carrabassett Valley","Franklin","07018","07","T","07018","07018"," "
221,"Carthage","Franklin","07020","07","T","07020","07020"," "
222,"Chesterville","Franklin","07030","07","T","07030","07030"," "
223,"Coplin Plt","Franklin","07040","07","P","07040","07040"," "
224,"Dallas Plt","Franklin","07050","07","P","07050","07050"," "
225,"Eustis","Franklin","07060","07","T","07060","07060"," "
226,"Farmington","Franklin","07070","07","T","07070","07070"," "
227,"Industry","Franklin","07080","07","T","07080","07080"," "
228,"Jay","Franklin","07090","07","T","07090","07090"," "
229,"Kingfield","Franklin","07100","07","T","07100","07100"," "
230,"Madrid Twp","Franklin","07110","07","U","07110","07110","Unorganized July 1, 2000, LD984, P&S 1999 chapter 31"
231,"New Sharon","Franklin","07120","07","T","07120","07120"," "
232,"New Vineyard","Franklin","07130","07","T","07130","07130"," "
233,"Phillips","Franklin","07140","07","T","07140","07140"," "
234,"Rangeley","Franklin","07150","07","T","07150","07150"," "
235,"Rangeley Plt","Franklin","07160","07","P","07160","07160"," "
236,"Sandy River Plt","Franklin","07170","07","P","07170","07170"," "
237,"Strong","Franklin","07180","07","T","07180","07180"," "
238,"Temple","Franklin","07190","07","T","07190","07190"," "
239,"Weld","Franklin","07200","07","T","07200","07200"," "
240,"Wilton","Franklin","07210","07","T","07210","07210"," "
241,"Alder Stream Twp","Franklin","07801","07","U","07801","07801"," "
242,"Beattie Twp","Franklin","07802","07","U","07802","07802"," "
243,"Chain of Ponds Twp","Franklin","07803","07","U","07803","07803"," "
244,"Coburn Gore","Franklin","07804","07","U","07804","07804"," "
245,"Township D","Franklin","07805","07","U","07805","07805"," "
246,"Davis Twp","Franklin","07806","07","U","07806","07806"," "
247,"Township E","Franklin","07807","07","U","07807","07807"," "
248,"Freeman Twp","Franklin","07808","07","U","07808","07808"," "
249,"Gorham Gore","Franklin","07809","07","U","07809","07809"," "
250,"Jim Pond Twp","Franklin","07811","07","U","07811","07811"," "
251,"Kibby Twp","Franklin","07812","07","U","07812","07812"," "
252,"Lang Twp","Franklin","07813","07","U","07813","07813"," "
253,"Lowelltown Twp","Franklin","07814","07","U","07814","07814"," "
254,"Massachusetts Gore","Franklin","07815","07","U","07815","07815"," "
255,"Merrill Strip Twp","Franklin","07816","07","U","07816","07816"," "
256,"Mount Abram Twp","Franklin","07817","07","U","07817","07817"," "
257,"Perkins Twp","Franklin","07818","07","U","07818","07818"," "
258,"Redington Twp","Franklin","07819","07","U","07819","07819"," "
259,"Salem Twp","Franklin","07820","07","U","07820","07820"," "
260,"Seven Ponds Twp","Franklin","07821","07","U","07821","07821"," "
261,"Skinner Twp","Franklin","07822","07","U","07822","07822"," "
262,"Stetsontown Twp","Franklin","07823","07","U","07823","07823"," "
263,"Tim Pond Twp","Franklin","07825","07","U","07825","07825"," "
264,"Township 6 North of Weld","Franklin","07826","07","U","07826","07826"," "
265,"Washington Twp","Franklin","07827","07","U","07827","07827"," "
266,"Wyman Twp","Franklin","07828","07","U","07828","07828"," "
267,"Amherst","Hancock","09010","09","T","09010","09010"," "
268,"Aurora","Hancock","09020","09","T","09020","09020"," "
269,"Bar Harbor","Hancock","09030","09","T","09030","09030"," "
270,"Blue Hill","Hancock","09040","09","T","09040","09040"," "
271,"Brooklin","Hancock","09050","09","T","09050","09050"," "
272,"Brooksville","Hancock","09060","09","T","09060","09060"," "
